date,client,id,rank,num_urls,total_urls
2021-07-01,mobile,2791,,11,7499763
2021-07-01,mobile,3116,,7,7499763
2021-07-01,mobile,3278,,21,7499763
2021-07-01,mobile,2789,,8,7499763
2021-07-01,mobile,3273,,1,7499763
2021-08-01,desktop,2789,,64,6102887
2021-08-01,desktop,3189,,87,6102887
2021-08-01,desktop,3116,,374,6102887
2021-08-01,desktop,3273,,54,6102887
2021-08-01,desktop,2791,,117,6102887
2021-08-01,desktop,3365,,50,6102887
2021-08-01,desktop,3278,,7,6102887
2021-08-01,desktop,2790,,54,6102887
2021-08-01,desktop,2792,,91,6102887
2021-08-01,mobile,2789,,63,7455519
2021-08-01,mobile,3116,,709,7455519
2021-08-01,mobile,3278,,9,7455519
2021-08-01,mobile,3189,,126,7455519
2021-08-01,mobile,2791,,154,7455519
2021-08-01,mobile,3273,,89,7455519
2021-08-01,mobile,3365,,55,7455519
2021-08-01,mobile,2792,,129,7455519
2021-08-01,mobile,2790,,89,7455519
2021-09-01,desktop,2791,,130,5613271
2021-09-01,desktop,3278,,4,5613271
2021-09-01,desktop,3189,,92,5613271
2021-09-01,desktop,3116,,2588,5613271
2021-09-01,desktop,3945,,15,5613271
2021-09-01,desktop,3365,,124,5613271
2021-09-01,desktop,3273,,61,5613271
2021-09-01,desktop,2790,,61,5613271
2021-09-01,desktop,2792,,100,5613271
2021-09-01,desktop,2789,,79,5613271
2021-09-01,desktop,3915,,1,5613271
2021-09-01,mobile,3116,,2990,7409765
2021-09-01,mobile,2791,,175,7409765
2021-09-01,mobile,3273,,105,7409765
2021-09-01,mobile,2789,,80,7409765
2021-09-01,mobile,2790,,105,7409765
2021-09-01,mobile,3945,,19,7409765
2021-09-01,mobile,3278,,9,7409765
2021-09-01,mobile,3189,,141,7409765
2021-09-01,mobile,2792,,147,7409765
2021-09-01,mobile,3365,,98,7409765
2021-10-01,desktop,2791,,186,5542039
2021-10-01,desktop,3278,,3,5542039
2021-10-01,desktop,3945,,81,5542039
2021-10-01,desktop,3968,,1,5542039
2021-10-01,desktop,3273,,116,5542039
2021-10-01,desktop,3365,,107,5542039
2021-10-01,desktop,3116,,3307,5542039
2021-10-01,desktop,3915,,1,5542039
2021-10-01,desktop,2790,,113,5542039
2021-10-01,desktop,2792,,154,5542039
2021-10-01,desktop,3189,,98,5542039
2021-10-01,desktop,2789,,131,5542039
2021-10-01,mobile,2792,,211,7664395
2021-10-01,mobile,3915,,1,7664395
2021-10-01,mobile,2789,,133,7664395
2021-10-01,mobile,3945,,139,7664395
2021-10-01,mobile,3278,,9,7664395
2021-10-01,mobile,3968,,1,7664395
2021-10-01,mobile,3189,,156,7664395
2021-10-01,mobile,2791,,242,7664395
2021-10-01,mobile,3116,,3797,7664395
2021-10-01,mobile,3365,,76,7664395
2021-10-01,mobile,2790,,169,7664395
2021-10-01,mobile,3273,,172,7664395
2021-11-01,desktop,3189,,113,5786819
2021-11-01,desktop,3365,,14,5786819
2021-11-01,desktop,2792,,164,5786819
2021-11-01,desktop,3273,,134,5786819
2021-11-01,desktop,2789,,134,5786819
2021-11-01,desktop,2790,,126,5786819
2021-11-01,desktop,3915,,7,5786819
2021-11-01,desktop,3278,,4,5786819
2021-11-01,desktop,2791,,199,5786819
2021-11-01,desktop,3968,,2,5786819
2021-11-01,desktop,3116,,3646,5786819
2021-11-01,desktop,3945,,100,5786819
2021-11-01,mobile,2792,,170,7869846
2021-11-01,mobile,3278,,14,7869846
2021-11-01,mobile,2791,,203,7869846
2021-11-01,mobile,3189,,116,7869846
2021-11-01,mobile,2790,,127,7869846
2021-11-01,mobile,3968,,2,7869846
2021-11-01,mobile,3915,,9,7869846
2021-11-01,mobile,3945,,102,7869846
2021-11-01,mobile,3116,,4171,7869846
2021-11-01,mobile,2789,,140,7869846
2021-11-01,mobile,3365,,51,7869846
2021-11-01,mobile,3273,,134,7869846
2021-12-01,desktop,2791,,234,5835017
2021-12-01,desktop,3278,,6,5835017
2021-12-01,desktop,3189,,147,5835017
2021-12-01,desktop,2792,,190,5835017
2021-12-01,desktop,2789,,175,5835017
2021-12-01,desktop,3968,,1,5835017
2021-12-01,desktop,3915,,4,5835017
2021-12-01,desktop,3116,,3988,5835017
2021-12-01,desktop,3945,,112,5835017
2021-12-01,desktop,2790,,146,5835017
2021-12-01,desktop,3273,,163,5835017
2021-12-01,desktop,3365,,467,5835017
2021-12-01,mobile,3365,,403,7969253
2021-12-01,mobile,3116,,4571,7969253
2021-12-01,mobile,3278,,8,7969253
2021-12-01,mobile,2789,,182,7969253
2021-12-01,mobile,3945,,113,7969253
2021-12-01,mobile,3189,,163,7969253
2021-12-01,mobile,3968,,1,7969253
2021-12-01,mobile,2790,,150,7969253
2021-12-01,mobile,2792,,207,7969253
2021-12-01,mobile,3915,,4,7969253
2021-12-01,mobile,3273,,175,7969253
2021-12-01,mobile,2791,,238,7969253
2022-01-01,desktop,4047,,13,5787601
2022-01-01,desktop,3116,,4135,5787601
2022-01-01,desktop,3968,,1,5787601
2022-01-01,desktop,3365,,130,5787601
2022-01-01,desktop,2791,,247,5787601
2022-01-01,desktop,3273,,687,5787601
2022-01-01,desktop,2792,,256,5787601
2022-01-01,desktop,2789,,193,5787601
2022-01-01,desktop,3915,,8,5787601
2022-01-01,desktop,2790,,144,5787601
2022-01-01,desktop,3278,,4,5787601
2022-01-01,desktop,4049,,12,5787601
2022-01-01,desktop,4048,,1,5787601
2022-01-01,desktop,3189,,239,5787601
2022-01-01,desktop,3945,,109,5787601
2022-01-01,mobile,3915,,7,7930551
2022-01-01,mobile,3365,,150,7930551
2022-01-01,mobile,2791,,239,7930551
2022-01-01,mobile,3189,,327,7930551
2022-01-01,mobile,2789,,183,7930551
2022-01-01,mobile,3968,,1,7930551
2022-01-01,mobile,4049,,36,7930551
2022-01-01,mobile,3116,,4753,7930551
2022-01-01,mobile,3945,,183,7930551
2022-01-01,mobile,2790,,214,7930551
2022-01-01,mobile,3278,,9,7930551
2022-01-01,mobile,2792,,365,7930551
2022-01-01,mobile,4047,,36,7930551
2022-01-01,mobile,3273,,1409,7930551
2022-02-01,desktop,3273,,1270,5223060
2022-02-01,desktop,4048,,3,5223060
2022-02-01,desktop,3915,,128,5223060
2022-02-01,desktop,4046,,2,5223060
2022-02-01,desktop,4047,,29,5223060
2022-02-01,desktop,3945,,724,5223060
2022-02-01,desktop,3116,,3925,5223060
2022-02-01,desktop,3189,,844,5223060
2022-02-01,desktop,4079,,27,5223060
2022-02-01,desktop,2790,,755,5223060
2022-02-01,desktop,3278,,4,5223060
2022-02-01,desktop,2789,,206,5223060
2022-02-01,desktop,3968,,1,5223060
2022-02-01,desktop,4049,,27,5223060
2022-02-01,desktop,2792,,867,5223060
2022-02-01,desktop,2791,,272,5223060
2022-02-01,mobile,4048,,2,7810084
2022-02-01,mobile,2790,,1073,7810084
2022-02-01,mobile,4047,,37,7810084
2022-02-01,mobile,3915,,98,7810084
2022-02-01,mobile,3273,,2294,7810084
2022-02-01,mobile,4079,,48,7810084
2022-02-01,mobile,2789,,211,7810084
2022-02-01,mobile,3945,,1046,7810084
2022-02-01,mobile,3278,,9,7810084
2022-02-01,mobile,4046,,3,7810084
2022-02-01,mobile,3116,,4767,7810084
2022-02-01,mobile,3189,,1160,7810084
2022-02-01,mobile,2792,,1222,7810084
2022-02-01,mobile,3968,,1,7810084
2022-02-01,mobile,2791,,267,7810084
2022-02-01,mobile,4049,,37,7810084
2022-03-01,desktop,2791,,331,5719381
2022-03-01,desktop,3945,,759,5719381
2022-03-01,desktop,4079,,93,5719381
2022-03-01,desktop,3278,,4,5719381
2022-03-01,desktop,4048,,3,5719381
2022-03-01,desktop,3273,,1412,5719381
2022-03-01,desktop,2792,,907,5719381
2022-03-01,desktop,2790,,790,5719381
2022-03-01,desktop,3915,,145,5719381
2022-03-01,desktop,3968,,1,5719381
2022-03-01,desktop,4049,,32,5719381
2022-03-01,desktop,3189,,879,5719381
2022-03-01,desktop,4046,,3,5719381
2022-03-01,desktop,3116,,4503,5719381
2022-03-01,desktop,4047,,33,5719381
2022-03-01,desktop,2789,,229,5719381
2022-03-01,mobile,4049,,43,8266516
2022-03-01,mobile,3273,,2450,8266516
2022-03-01,mobile,2789,,221,8266516
2022-03-01,mobile,3945,,1031,8266516
2022-03-01,mobile,4079,,119,8266516
2022-03-01,mobile,2792,,1216,8266516
2022-03-01,mobile,4046,,3,8266516
2022-03-01,mobile,3915,,102,8266516
2022-03-01,mobile,3968,,1,8266516
2022-03-01,mobile,2791,,362,8266516
2022-03-01,mobile,3278,,15,8266516
2022-03-01,mobile,3189,,1146,8266516
2022-03-01,mobile,4047,,44,8266516
2022-03-01,mobile,4048,,3,8266516
2022-03-01,mobile,2790,,1059,8266516
2022-03-01,mobile,3116,,5293,8266516
2022-04-01,desktop,3189,,1001,5733655
2022-04-01,desktop,4046,,43,5733655
2022-04-01,desktop,2790,,941,5733655
2022-04-01,desktop,4049,,73,5733655
2022-04-01,desktop,4151,,17,5733655
2022-04-01,desktop,2789,,319,5733655
2022-04-01,desktop,3278,,12,5733655
2022-04-01,desktop,3915,,98,5733655
2022-04-01,desktop,2791,,1046,5733655
2022-04-01,desktop,2792,,1098,5733655
2022-04-01,desktop,4081,,3,5733655
2022-04-01,desktop,4047,,75,5733655
2022-04-01,desktop,3945,,924,5733655
2022-04-01,desktop,3968,,1,5733655
2022-04-01,desktop,4048,,2,5733655
2022-04-01,desktop,3273,,1573,5733655
2022-04-01,desktop,3116,,4600,5733655
2022-04-01,desktop,4079,,456,5733655
2022-04-01,mobile,2791,,9211,8085135
2022-04-01,mobile,4079,,8588,8085135
2022-04-01,mobile,4048,,18,8085135
2022-04-01,mobile,4046,,87,8085135
2022-04-01,mobile,4151,,52,8085135
2022-04-01,mobile,2792,,9357,8085135
2022-04-01,mobile,4047,,129,8085135
2022-04-01,mobile,2789,,374,8085135
2022-04-01,mobile,4081,,11,8085135
2022-04-01,mobile,3116,,5393,8085135
2022-04-01,mobile,3945,,9182,8085135
2022-04-01,mobile,3915,,114,8085135
2022-04-01,mobile,3278,,3,8085135
2022-04-01,mobile,3189,,9150,8085135
2022-04-01,mobile,4049,,128,8085135
2022-04-01,mobile,3968,,1,8085135
2022-04-01,mobile,2790,,9199,8085135
2022-04-01,mobile,3273,,9430,8085135
2022-05-01,desktop,4047,,766,5577185
2022-05-01,desktop,4046,,672,5577185
2022-05-01,desktop,4081,,3,5577185
2022-05-01,desktop,3915,,128,5577185
2022-05-01,desktop,4048,,3,5577185
2022-05-01,desktop,2789,,814,5577185
2022-05-01,desktop,2790,,2504,5577185
2022-05-01,desktop,3945,,1902,5577185
2022-05-01,desktop,4149,,9,5577185
2022-05-01,desktop,3189,,1550,5577185
2022-05-01,desktop,4079,,2444,5577185
2022-05-01,desktop,3116,,5385,5577185
2022-05-01,desktop,2792,,2722,5577185
2022-05-01,desktop,2791,,2102,5577185
2022-05-01,desktop,3273,,2621,5577185
2022-05-01,desktop,4151,,584,5577185
2022-05-01,desktop,4049,,766,5577185
2022-05-01,desktop,4079,,1,5577185
2022-05-01,desktop,4151,,1,5577185
2022-05-01,desktop,3278,,24,5577185
2022-05-01,mobile,4079,,4,7865008
2022-05-01,mobile,4149,,10,7865008
2022-05-01,mobile,4081,,12,7865008
2022-05-01,mobile,4048,,37,7865008
2022-05-01,mobile,3278,,56,7865008
2022-05-01,mobile,3915,,140,7865008
2022-05-01,mobile,4046,,700,7865008
2022-05-01,mobile,2789,,844,7865008
2022-05-01,mobile,4151,,869,7865008
2022-05-01,mobile,4047,,1070,7865008
2022-05-01,mobile,4049,,1070,7865008
2022-05-01,mobile,3116,,6165,7865008
2022-05-01,mobile,3189,,16945,7865008
2022-05-01,mobile,2791,,17500,7865008
2022-05-01,mobile,3945,,17520,7865008
2022-05-01,mobile,4079,,18042,7865008
2022-05-01,mobile,2790,,18106,7865008
2022-05-01,mobile,2792,,18338,7865008
2022-05-01,mobile,3273,,18842,7865008
2022-06-01,desktop,4046,,775,5428235
2022-06-01,desktop,4081,,4,5428235
2022-06-01,desktop,3116,,5452,5428235
2022-06-01,desktop,2790,,2545,5428235
2022-06-01,desktop,2789,,888,5428235
2022-06-01,desktop,4079,,2484,5428235
2022-06-01,desktop,4194,,239237,5428235
2022-06-01,desktop,4149,,9,5428235
2022-06-01,desktop,4195,,544380,5428235
2022-06-01,desktop,2792,,2756,5428235
2022-06-01,desktop,3278,,18,5428235
2022-06-01,desktop,4048,,5,5428235
2022-06-01,desktop,4049,,623,5428235
2022-06-01,desktop,4047,,620,5428235
2022-06-01,desktop,3945,,1846,5428235
2022-06-01,desktop,4206,,2875,5428235
2022-06-01,desktop,4151,,537,5428235
2022-06-01,desktop,2791,,2103,5428235
2022-06-01,desktop,4196,,908572,5428235
2022-06-01,desktop,3189,,1457,5428235
2022-06-01,desktop,3915,,146,5428235
2022-06-01,desktop,3273,,2532,5428235
2022-06-01,mobile,3273,,20216,7905956
2022-06-01,mobile,4047,,820,7905956
2022-06-01,mobile,4081,,13,7905956
2022-06-01,mobile,2791,,18930,7905956
2022-06-01,mobile,2792,,19823,7905956
2022-06-01,mobile,4151,,822,7905956
2022-06-01,mobile,3116,,6305,7905956
2022-06-01,mobile,4195,,786046,7905956
2022-06-01,mobile,3945,,18891,7905956
2022-06-01,mobile,4048,,34,7905956
2022-06-01,mobile,2790,,19589,7905956
2022-06-01,mobile,4079,,19531,7905956
2022-06-01,mobile,3189,,18295,7905956
2022-06-01,mobile,4046,,816,7905956
2022-06-01,mobile,4149,,11,7905956
2022-06-01,mobile,2789,,909,7905956
2022-06-01,mobile,4206,,7919,7905956
2022-06-01,mobile,4049,,823,7905956
2022-06-01,mobile,3278,,36,7905956
2022-06-01,mobile,4194,,312217,7905956
2022-06-01,mobile,3915,,152,7905956
2022-06-01,mobile,4196,,1305260,7905956
2022-07-01,desktop,2791,,5247,7303959
2022-07-01,desktop,2789,,995,7303959
2022-07-01,desktop,4196,,1249558,7303959
2022-07-01,desktop,3945,,4759,7303959
2022-07-01,desktop,3278,,24,7303959
2022-07-01,desktop,2790,,5536,7303959
2022-07-01,desktop,4194,,324699,7303959
2022-07-01,desktop,4047,,566,7303959
2022-07-01,desktop,4206,,4253,7303959
2022-07-01,desktop,4149,,10,7303959
2022-07-01,desktop,4151,,665,7303959
2022-07-01,desktop,3116,,6599,7303959
2022-07-01,desktop,3915,,180,7303959
2022-07-01,desktop,4049,,569,7303959
2022-07-01,desktop,4081,,10,7303959
2022-07-01,desktop,2792,,5762,7303959
2022-07-01,desktop,4079,,5469,7303959
2022-07-01,desktop,3273,,5806,7303959
2022-07-01,desktop,4048,,9,7303959
2022-07-01,desktop,3189,,4333,7303959
2022-07-01,desktop,4195,,748249,7303959
2022-07-01,desktop,4046,,906,7303959
2022-07-01,mobile,4081,,22,10328202
2022-07-01,mobile,2790,,22717,10328202
2022-07-01,mobile,2789,,1042,10328202
2022-07-01,mobile,4047,,771,10328202
2022-07-01,mobile,4048,,47,10328202
2022-07-01,mobile,2792,,22973,10328202
2022-07-01,mobile,3189,,21258,10328202
2022-07-01,mobile,4151,,1012,10328202
2022-07-01,mobile,4195,,1041181,10328202
2022-07-01,mobile,4194,,418608,10328202
2022-07-01,mobile,3116,,7697,10328202
2022-07-01,mobile,4079,,22649,10328202
2022-07-01,mobile,4049,,774,10328202
2022-07-01,mobile,4196,,1730855,10328202
2022-07-01,mobile,3273,,23568,10328202
2022-07-01,mobile,3278,,40,10328202
2022-07-01,mobile,4166,,1,10328202
2022-07-01,mobile,4149,,11,10328202
2022-07-01,mobile,4206,,10233,10328202
2022-07-01,mobile,2791,,22008,10328202
2022-07-01,mobile,3915,,186,10328202
2022-07-01,mobile,3945,,21922,10328202
2022-07-01,mobile,4046,,977,10328202
2022-08-01,desktop,4047,,694,10616802
2022-08-01,desktop,4049,,698,10616802
2022-08-01,desktop,4194,,471695,10616802
2022-08-01,desktop,4206,,5829,10616802
2022-08-01,desktop,3116,,8886,10616802
2022-08-01,desktop,4195,,1102259,10616802
2022-08-01,desktop,4046,,1131,10616802
2022-08-01,desktop,2792,,11578,10616802
2022-08-01,desktop,4149,,242,10616802
2022-08-01,desktop,3915,,249,10616802
2022-08-01,desktop,3273,,11389,10616802
2022-08-01,desktop,4048,,12,10616802
2022-08-01,desktop,2791,,10795,10616802
2022-08-01,desktop,2790,,11194,10616802
2022-08-01,desktop,3945,,10156,10616802
2022-08-01,desktop,4081,,17,10616802
2022-08-01,desktop,3189,,9862,10616802
2022-08-01,desktop,4079,,11099,10616802
2022-08-01,desktop,3278,,21,10616802
2022-08-01,desktop,4196,,1844607,10616802
2022-08-01,desktop,4151,,1488,10616802
2022-08-01,desktop,2789,,1584,10616802
2022-08-01,mobile,3278,,41,15094242
2022-08-01,mobile,4194,,606723,15094242
2022-08-01,mobile,4049,,804,15094242
2022-08-01,mobile,3915,,269,15094242
2022-08-01,mobile,2790,,36241,15094242
2022-08-01,mobile,2789,,1406,15094242
2022-08-01,mobile,4047,,800,15094242
2022-08-01,mobile,3273,,37262,15094242
2022-08-01,mobile,4166,,3,15094242
2022-08-01,mobile,4151,,1914,15094242
2022-08-01,mobile,2792,,36661,15094242
2022-08-01,mobile,4048,,68,15094242
2022-08-01,mobile,4196,,2541248,15094242
2022-08-01,mobile,3189,,34528,15094242
2022-08-01,mobile,4195,,1520855,15094242
2022-08-01,mobile,3945,,35157,15094242
2022-08-01,mobile,4079,,36140,15094242
2022-08-01,mobile,3116,,10429,15094242
2022-08-01,mobile,4206,,14182,15094242
2022-08-01,mobile,4046,,1267,15094242
2022-08-01,mobile,4149,,245,15094242
2022-08-01,mobile,4081,,32,15094242
2022-08-01,mobile,2791,,35666,15094242
2022-09-01,desktop,3116,,8827,10194945
2022-09-01,desktop,2790,,12052,10194945
2022-09-01,desktop,4151,,1777,10194945
2022-09-01,desktop,4206,,6065,10194945
2022-09-01,desktop,3278,,17,10194945
2022-09-01,desktop,4047,,307,10194945
2022-09-01,desktop,2791,,11609,10194945
2022-09-01,desktop,4194,,465907,10194945
2022-09-01,desktop,4049,,312,10194945
2022-09-01,desktop,3189,,10556,10194945
2022-09-01,desktop,3273,,12112,10194945
2022-09-01,desktop,4196,,1778608,10194945
2022-09-01,desktop,4149,,237,10194945
2022-09-01,desktop,2792,,12465,10194945
2022-09-01,desktop,3968,,1,10194945
2022-09-01,desktop,4195,,1071433,10194945
2022-09-01,desktop,4046,,1311,10194945
2022-09-01,desktop,4079,,11958,10194945
2022-09-01,desktop,4048,,94,10194945
2022-09-01,desktop,2789,,1712,10194945
2022-09-01,desktop,3945,,10904,10194945
2022-09-01,desktop,3915,,320,10194945
2022-09-01,mobile,4195,,1534890,15077843
2022-09-01,mobile,3278,,31,15077843
2022-09-01,mobile,4196,,2549399,15077843
2022-09-01,mobile,4151,,3367,15077843
2022-09-01,mobile,4149,,246,15077843
2022-09-01,mobile,4048,,336,15077843
2022-09-01,mobile,3189,,40083,15077843
2022-09-01,mobile,3116,,10428,15077843
2022-09-01,mobile,4046,,1634,15077843
2022-09-01,mobile,4047,,588,15077843
2022-09-01,mobile,4206,,14942,15077843
2022-09-01,mobile,4049,,593,15077843
2022-09-01,mobile,4194,,612530,15077843
2022-09-01,mobile,2791,,41310,15077843
2022-09-01,mobile,3915,,600,15077843
2022-09-01,mobile,2792,,42520,15077843
2022-09-01,mobile,2789,,1667,15077843
2022-09-01,mobile,3945,,40849,15077843
2022-09-01,mobile,4079,,41868,15077843
2022-09-01,mobile,2790,,42064,15077843
2022-09-01,mobile,3273,,43059,15077843
2022-10-01,desktop,2791,,12047,10362433
2022-10-01,desktop,4079,,12929,10362433
2022-10-01,desktop,4206,,6384,10362433
2022-10-01,desktop,2790,,13035,10362433
2022-10-01,desktop,4047,,865,10362433
2022-10-01,desktop,4149,,239,10362433
2022-10-01,desktop,4048,,640,10362433
2022-10-01,desktop,3278,,17,10362433
2022-10-01,desktop,2792,,13482,10362433
2022-10-01,desktop,4151,,10268,10362433
2022-10-01,desktop,4046,,1874,10362433
2022-10-01,desktop,3968,,1,10362433
2022-10-01,desktop,3116,,9134,10362433
2022-10-01,desktop,4049,,882,10362433
2022-10-01,desktop,3945,,11855,10362433
2022-10-01,desktop,4195,,1083916,10362433
2022-10-01,desktop,3273,,13127,10362433
2022-10-01,desktop,3189,,11047,10362433
2022-10-01,desktop,2789,,1839,10362433
2022-10-01,desktop,4194,,470197,10362433
2022-10-01,desktop,4196,,1796090,10362433
2022-10-01,desktop,3915,,2702,10362433
2022-10-01,desktop,3976,,618,10362433
2022-10-01,mobile,4151,,42366,15600146
2022-10-01,mobile,4047,,1743,15600146
2022-10-01,mobile,4079,,46186,15600146
2022-10-01,mobile,3915,,4164,15600146
2022-10-01,mobile,4049,,1760,15600146
2022-10-01,mobile,4195,,1586324,15600146
2022-10-01,mobile,3116,,10833,15600146
2022-10-01,mobile,4048,,1491,15600146
2022-10-01,mobile,3976,,1463,15600146
2022-10-01,mobile,3945,,45125,15600146
2022-10-01,mobile,4194,,637250,15600146
2022-10-01,mobile,3273,,47528,15600146
2022-10-01,mobile,4206,,16232,15600146
2022-10-01,mobile,4196,,2630174,15600146
2022-10-01,mobile,2792,,46911,15600146
2022-10-01,mobile,2790,,46397,15600146
2022-10-01,mobile,2789,,1822,15600146
2022-10-01,mobile,3278,,33,15600146
2022-10-01,mobile,3189,,43485,15600146
2022-10-01,mobile,4046,,2803,15600146
2022-10-01,mobile,4149,,245,15600146
2022-10-01,mobile,2791,,44507,15600146
2022-11-01,desktop,4048,,1087,12234932
2022-11-01,desktop,3915,,3689,12234932
2022-11-01,desktop,4049,,1384,12234932
2022-11-01,desktop,4166,,7,12234932
2022-11-01,desktop,4079,,15840,12234932
2022-11-01,desktop,4196,,2185739,12234932
2022-11-01,desktop,4046,,2434,12234932
2022-11-01,desktop,4149,,2854,12234932
2022-11-01,desktop,4194,,553124,12234932
2022-11-01,desktop,3976,,1096,12234932
2022-11-01,desktop,3116,,11277,12234932
2022-11-01,desktop,3273,,17163,12234932
2022-11-01,desktop,4151,,11975,12234932
2022-11-01,desktop,3189,,13415,12234932
2022-11-01,desktop,4047,,1347,12234932
2022-11-01,desktop,3278,,13,12234932
2022-11-01,desktop,2791,,15171,12234932
2022-11-01,desktop,4206,,8114,12234932
2022-11-01,desktop,2790,,16007,12234932
2022-11-01,desktop,2792,,16837,12234932
2022-11-01,desktop,4195,,1334971,12234932
2022-11-01,desktop,2789,,2973,12234932
2022-11-01,desktop,3945,,14685,12234932
2022-11-01,mobile,4149,,3383,16206611
2022-11-01,mobile,4196,,2766345,16206611
2022-11-01,mobile,4166,,13,16206611
2022-11-01,mobile,2789,,3261,16206611
2022-11-01,mobile,3976,,2131,16206611
2022-11-01,mobile,3116,,12530,16206611
2022-11-01,mobile,3278,,31,16206611
2022-11-01,mobile,2791,,41797,16206611
2022-11-01,mobile,3189,,39407,16206611
2022-11-01,mobile,4079,,42786,16206611
2022-11-01,mobile,4049,,2444,16206611
2022-11-01,mobile,4046,,3478,16206611
2022-11-01,mobile,2790,,42962,16206611
2022-11-01,mobile,3273,,45852,16206611
2022-11-01,mobile,3915,,4968,16206611
2022-11-01,mobile,4047,,2396,16206611
2022-11-01,mobile,3945,,41574,16206611
2022-11-01,mobile,2792,,43998,16206611
2022-11-01,mobile,4048,,2099,16206611
2022-11-01,mobile,3968,,3,16206611
2022-11-01,mobile,4194,,660488,16206611
2022-11-01,mobile,4206,,16392,16206611
2022-11-01,mobile,4195,,1697767,16206611
2022-11-01,mobile,4151,,37603,16206611
2022-12-01,desktop,4151,,13153,12554000
2022-12-01,desktop,4048,,1097,12554000
2022-12-01,desktop,4149,,3069,12554000
2022-12-01,desktop,2790,,16906,12554000
2022-12-01,desktop,3915,,3633,12554000
2022-12-01,desktop,3189,,14081,12554000
2022-12-01,desktop,3945,,15452,12554000
2022-12-01,desktop,2789,,3747,12554000
2022-12-01,desktop,4079,,16802,12554000
2022-12-01,desktop,4194,,573717,12554000
2022-12-01,desktop,4196,,2252329,12554000
2022-12-01,desktop,2791,,15692,12554000
2022-12-01,desktop,3278,,13,12554000
2022-12-01,desktop,3116,,12225,12554000
2022-12-01,desktop,2792,,17744,12554000
2022-12-01,desktop,4049,,1377,12554000
2022-12-01,desktop,4047,,1346,12554000
2022-12-01,desktop,4206,,8901,12554000
2022-12-01,desktop,4195,,1380893,12554000
2022-12-01,desktop,3273,,17749,12554000
2022-12-01,desktop,4046,,2566,12554000
2022-12-01,desktop,4364,,25,12554000
2022-12-01,desktop,4301,,5,12554000
2022-12-01,desktop,3976,,1084,12554000
2022-12-01,mobile,3116,,13978,16083409
2022-12-01,mobile,4151,,36556,16083409
2022-12-01,mobile,3273,,43496,16083409
2022-12-01,mobile,3915,,4784,16083409
2022-12-01,mobile,4206,,16771,16083409
2022-12-01,mobile,4079,,41480,16083409
2022-12-01,mobile,4049,,2443,16083409
2022-12-01,mobile,4149,,3507,16083409
2022-12-01,mobile,3278,,27,16083409
2022-12-01,mobile,4195,,1698553,16083409
2022-12-01,mobile,4046,,3714,16083409
2022-12-01,mobile,4048,,2132,16083409
2022-12-01,mobile,2792,,42697,16083409
2022-12-01,mobile,2790,,41655,16083409
2022-12-01,mobile,3189,,37859,16083409
2022-12-01,mobile,4301,,6,16083409
2022-12-01,mobile,4194,,667470,16083409
2022-12-01,mobile,4364,,217,16083409
2022-12-01,mobile,2791,,39585,16083409
2022-12-01,mobile,2789,,4670,16083409
2022-12-01,mobile,3968,,3,16083409
2022-12-01,mobile,4047,,2398,16083409
2022-12-01,mobile,3976,,2129,16083409
