api	date	client	is_root_page	page	rank	rank_grouping	total_pages	percentage
FedCM	2025-07-01	desktop	False	33	1000	1000	568	5.809859154929577
FedCM	2025-07-01	desktop	True	57	1000	1000	633	9.004739336492891
FedCM	2025-07-01	mobile	False	37	1000	1000	696	5.316091954022988
FedCM	2025-07-01	mobile	True	43	1000	1000	790	5.443037974683544
FedCM	2025-08-01	desktop	False	35	1000	1000	560	6.25
FedCM	2025-08-01	desktop	True	52	1000	1000	623	8.346709470304976
FedCM	2025-08-01	mobile	False	38	1000	1000	671	5.663189269746647
FedCM	2025-08-01	mobile	True	42	1000	1000	767	5.475880052151238
FedCM	2025-09-01	desktop	False	34	1000	1000	550	6.181818181818182
FedCM	2025-09-01	desktop	True	53	1000	1000	614	8.631921824104234
FedCM	2025-09-01	mobile	False	34	1000	1000	681	4.992657856093979
FedCM	2025-09-01	mobile	True	41	1000	1000	769	5.331599479843954
FedCM	2025-10-01	desktop	False	51	1000	1000	540	9.444444444444445
FedCM	2025-10-01	desktop	True	62	1000	1000	612	10.130718954248366
FedCM	2025-10-01	mobile	False	66	1000	1000	666	9.90990990990991
FedCM	2025-10-01	mobile	True	67	1000	1000	758	8.839050131926122
FedCM	2025-11-01	desktop	False	53	1000	1000	556	9.532374100719425
FedCM	2025-11-01	desktop	True	66	1000	1000	627	10.526315789473683
FedCM	2025-11-01	mobile	False	64	1000	1000	685	9.343065693430656
FedCM	2025-11-01	mobile	True	73	1000	1000	772	9.455958549222798
FedCM	2025-12-01	desktop	False	53	1000	1000	564	9.397163120567376
FedCM	2025-12-01	desktop	True	63	1000	1000	626	10.063897763578275
FedCM	2025-12-01	mobile	False	56	1000	1000	681	8.223201174743025
FedCM	2025-12-01	mobile	True	68	1000	1000	769	8.84265279583875
FedCM	2026-01-01	desktop	False	48	1000	1000	544	8.823529411764707
FedCM	2026-01-01	desktop	True	58	1000	1000	609	9.523809523809524
FedCM	2026-01-01	mobile	False	63	1000	1000	673	9.36106983655275
FedCM	2026-01-01	mobile	True	65	1000	1000	761	8.541392904073588
FedCM	2026-02-01	desktop	False	51	1000	1000	568	8.97887323943662
FedCM	2026-02-01	desktop	True	65	1000	1000	633	10.268562401263823
FedCM	2026-02-01	mobile	False	66	1000	1000	687	9.606986899563319
FedCM	2026-02-01	mobile	True	73	1000	1000	777	9.395109395109396
FedCM	2026-03-01	desktop	False	47	1000	1000	563	8.348134991119005
FedCM	2026-03-01	desktop	True	67	1000	1000	637	10.518053375196232
FedCM	2026-03-01	mobile	False	59	1000	1000	672	8.779761904761903
FedCM	2026-03-01	mobile	True	73	1000	1000	773	9.44372574385511
FedCM	2026-04-01	desktop	False	52	1000	1000	557	9.33572710951526
FedCM	2026-04-01	desktop	True	66	1000	1000	636	10.377358490566039
FedCM	2026-04-01	mobile	False	70	1000	1000	680	10.294117647058822
FedCM	2026-04-01	mobile	True	75	1000	1000	778	9.640102827763496
Fenced Frames	2024-07-01	desktop	True	1	1000	1000	632	0.15822784810126583
Fenced Frames	2024-08-01	desktop	True	1	1000	1000	640	0.15625
Fenced Frames	2024-08-01	mobile	True	1	1000	1000	799	0.1251564455569462
Fenced Frames	2024-09-01	desktop	True	1	1000	1000	618	0.16181229773462785
Fenced Frames	2024-09-01	mobile	True	1	1000	1000	779	0.12836970474967907
Fenced Frames	2024-10-01	desktop	False	1	1000	1000	549	0.18214936247723132
Fenced Frames	2024-10-01	desktop	True	1	1000	1000	623	0.16051364365971107
Fenced Frames	2024-10-01	mobile	True	2	1000	1000	785	0.25477707006369427
Fenced Frames	2024-11-01	desktop	False	1	1000	1000	554	0.18050541516245489
Fenced Frames	2024-11-01	desktop	True	1	1000	1000	634	0.15772870662460567
Fenced Frames	2024-11-01	mobile	False	1	1000	1000	717	0.1394700139470014
Fenced Frames	2024-11-01	mobile	True	2	1000	1000	790	0.25316455696202533
Fenced Frames	2024-12-01	desktop	True	1	1000	1000	646	0.15479876160990713
Fenced Frames	2024-12-01	mobile	True	1	1000	1000	806	0.12406947890818859
Fenced Frames	2025-01-01	desktop	True	1	1000	1000	609	0.16420361247947454
Fenced Frames	2025-01-01	mobile	True	2	1000	1000	770	0.2597402597402597
Fenced Frames	2025-02-01	desktop	True	1	1000	1000	639	0.1564945226917058
Fenced Frames	2025-02-01	mobile	True	1	1000	1000	779	0.12836970474967907
Fenced Frames	2025-03-01	desktop	False	1	1000	1000	576	0.1736111111111111
Fenced Frames	2025-03-01	desktop	True	2	1000	1000	646	0.30959752321981426
Fenced Frames	2025-03-01	mobile	False	1	1000	1000	708	0.14124293785310735
Fenced Frames	2025-03-01	mobile	True	2	1000	1000	785	0.25477707006369427
Fenced Frames	2025-04-01	desktop	True	1	1000	1000	648	0.15432098765432098
Fenced Frames	2025-04-01	mobile	True	1	1000	1000	782	0.1278772378516624
Fenced Frames	2025-05-01	desktop	False	1	1000	1000	563	0.17761989342806395
Fenced Frames	2025-05-01	desktop	True	1	1000	1000	635	0.15748031496062992
Fenced Frames	2025-05-01	mobile	True	1	1000	1000	786	0.1272264631043257
Fenced Frames	2025-06-01	desktop	True	1	1000	1000	622	0.1607717041800643
Fenced Frames	2025-06-01	mobile	True	2	1000	1000	774	0.2583979328165375
Fenced Frames	2025-07-01	desktop	False	2	1000	1000	568	0.35211267605633806
Fenced Frames	2025-07-01	desktop	True	2	1000	1000	633	0.315955766192733
Fenced Frames	2025-07-01	mobile	False	2	1000	1000	696	0.28735632183908044
Fenced Frames	2025-07-01	mobile	True	2	1000	1000	790	0.25316455696202533
Fenced Frames	2025-08-01	desktop	True	2	1000	1000	623	0.32102728731942215
Fenced Frames	2025-08-01	mobile	False	1	1000	1000	671	0.14903129657228018
Fenced Frames	2025-08-01	mobile	True	2	1000	1000	767	0.2607561929595828
Fenced Frames	2025-09-01	desktop	True	2	1000	1000	614	0.32573289902280134
Fenced Frames	2025-09-01	mobile	False	1	1000	1000	681	0.14684287812041116
Fenced Frames	2025-09-01	mobile	True	2	1000	1000	769	0.26007802340702213
Fenced Frames	2025-10-01	desktop	False	1	1000	1000	540	0.1851851851851852
Fenced Frames	2025-10-01	desktop	True	2	1000	1000	612	0.32679738562091504
Fenced Frames	2025-10-01	mobile	False	2	1000	1000	666	0.3003003003003003
Fenced Frames	2025-10-01	mobile	True	2	1000	1000	758	0.2638522427440633
Fenced Frames	2025-11-01	desktop	True	2	1000	1000	627	0.3189792663476874
Fenced Frames	2025-11-01	mobile	False	2	1000	1000	685	0.291970802919708
Fenced Frames	2025-11-01	mobile	True	2	1000	1000	772	0.2590673575129534
Fenced Frames	2025-12-01	desktop	False	1	1000	1000	564	0.1773049645390071
Fenced Frames	2025-12-01	desktop	True	2	1000	1000	626	0.3194888178913738
Fenced Frames	2025-12-01	mobile	False	1	1000	1000	681	0.14684287812041116
Fenced Frames	2025-12-01	mobile	True	2	1000	1000	769	0.26007802340702213
Fenced Frames	2026-01-01	desktop	True	1	1000	1000	609	0.16420361247947454
Fenced Frames	2026-01-01	mobile	True	1	1000	1000	761	0.1314060446780552
Fenced Frames	2026-02-01	desktop	True	1	1000	1000	633	0.1579778830963665
Fenced Frames	2026-02-01	mobile	False	1	1000	1000	687	0.1455604075691412
Fenced Frames	2026-02-01	mobile	True	1	1000	1000	777	0.1287001287001287
Fenced Frames	2026-03-01	desktop	True	1	1000	1000	637	0.15698587127158556
Fenced Frames	2026-03-01	mobile	False	1	1000	1000	672	0.1488095238095238
Fenced Frames	2026-03-01	mobile	True	1	1000	1000	773	0.129366106080207
Fenced Frames	2026-04-01	desktop	True	2	1000	1000	636	0.3144654088050315
Fenced Frames	2026-04-01	mobile	False	1	1000	1000	680	0.14705882352941177
Fenced Frames	2026-04-01	mobile	True	2	1000	1000	778	0.2570694087403599
Private State Tokens	2023-09-01	desktop	False	2	1000	1000	597	0.33500837520938026
Private State Tokens	2023-09-01	desktop	True	1	1000	1000	703	0.1422475106685633
Private State Tokens	2023-09-01	mobile	False	2	1000	1000	731	0.27359781121751026
Private State Tokens	2023-09-01	mobile	True	1	1000	1000	896	0.11160714285714285
Private State Tokens	2023-10-01	desktop	False	1	1000	1000	612	0.16339869281045752
Private State Tokens	2023-10-01	desktop	True	1	1000	1000	704	0.14204545454545456
Private State Tokens	2023-10-01	mobile	False	1	1000	1000	726	0.13774104683195593
Private State Tokens	2023-10-01	mobile	True	1	1000	1000	885	0.11299435028248588
Private State Tokens	2023-11-01	desktop	False	1	1000	1000	622	0.1607717041800643
Private State Tokens	2023-11-01	desktop	True	1	1000	1000	711	0.14064697609001406
Private State Tokens	2023-11-01	mobile	False	1	1000	1000	738	0.13550135501355012
Private State Tokens	2023-11-01	mobile	True	1	1000	1000	885	0.11299435028248588
Private State Tokens	2023-12-01	desktop	False	2	1000	1000	575	0.34782608695652173
Private State Tokens	2023-12-01	desktop	True	2	1000	1000	649	0.30816640986132515
Private State Tokens	2023-12-01	mobile	False	2	1000	1000	694	0.2881844380403458
Private State Tokens	2023-12-01	mobile	True	3	1000	1000	786	0.38167938931297707
Private State Tokens	2024-01-01	desktop	False	2	1000	1000	565	0.35398230088495575
Private State Tokens	2024-01-01	desktop	True	2	1000	1000	626	0.3194888178913738
Private State Tokens	2024-01-01	mobile	False	2	1000	1000	692	0.2890173410404624
Private State Tokens	2024-01-01	mobile	True	2	1000	1000	792	0.25252525252525254
Private State Tokens	2024-02-01	desktop	False	1	1000	1000	558	0.17921146953405018
Private State Tokens	2024-02-01	desktop	True	1	1000	1000	624	0.16025641025641024
Private State Tokens	2024-02-01	mobile	False	1	1000	1000	676	0.14792899408284024
Private State Tokens	2024-02-01	mobile	True	1	1000	1000	772	0.1295336787564767
Private State Tokens	2024-03-01	desktop	False	1	1000	1000	573	0.17452006980802792
Private State Tokens	2024-03-01	desktop	True	1	1000	1000	646	0.15479876160990713
Private State Tokens	2024-03-01	mobile	False	1	1000	1000	685	0.145985401459854
Private State Tokens	2024-03-01	mobile	True	1	1000	1000	782	0.1278772378516624
Private State Tokens	2024-04-01	desktop	False	1	1000	1000	578	0.17301038062283738
Private State Tokens	2024-04-01	desktop	True	1	1000	1000	636	0.15723270440251574
Private State Tokens	2024-04-01	mobile	False	1	1000	1000	689	0.14513788098693758
Private State Tokens	2024-04-01	mobile	True	1	1000	1000	777	0.1287001287001287
Private State Tokens	2024-05-01	desktop	False	2	1000	1000	545	0.3669724770642202
Private State Tokens	2024-05-01	mobile	False	2	1000	1000	669	0.29895366218236175
Private State Tokens	2024-05-01	mobile	True	1	1000	1000	773	0.129366106080207
Private State Tokens	2024-06-01	desktop	False	1	1000	1000	561	0.17825311942959002
Private State Tokens	2024-06-01	desktop	True	1	1000	1000	632	0.15822784810126583
Private State Tokens	2024-06-01	mobile	False	2	1000	1000	682	0.2932551319648094
Private State Tokens	2024-07-01	desktop	False	1	1000	1000	559	0.17889087656529518
Private State Tokens	2024-07-01	desktop	True	1	1000	1000	632	0.15822784810126583
Private State Tokens	2024-07-01	mobile	False	1	1000	1000	700	0.14285714285714285
Private State Tokens	2024-07-01	mobile	True	1	1000	1000	792	0.12626262626262627
Private State Tokens	2024-08-01	desktop	False	1	1000	1000	568	0.17605633802816903
Private State Tokens	2024-08-01	desktop	True	1	1000	1000	640	0.15625
Private State Tokens	2024-08-01	mobile	False	1	1000	1000	716	0.13966480446927373
Private State Tokens	2024-08-01	mobile	True	1	1000	1000	799	0.1251564455569462
Private State Tokens	2024-09-01	desktop	False	2	1000	1000	540	0.3703703703703704
Private State Tokens	2024-09-01	desktop	True	2	1000	1000	618	0.3236245954692557
Private State Tokens	2024-09-01	mobile	False	1	1000	1000	695	0.14388489208633093
Private State Tokens	2024-09-01	mobile	True	1	1000	1000	779	0.12836970474967907
Private State Tokens	2024-10-01	desktop	False	2	1000	1000	549	0.36429872495446264
Private State Tokens	2024-10-01	desktop	True	1	1000	1000	623	0.16051364365971107
Private State Tokens	2024-10-01	mobile	False	2	1000	1000	711	0.2812939521800281
Private State Tokens	2024-10-01	mobile	True	2	1000	1000	785	0.25477707006369427
Private State Tokens	2024-11-01	desktop	False	2	1000	1000	554	0.36101083032490977
Private State Tokens	2024-11-01	desktop	True	2	1000	1000	634	0.31545741324921134
Private State Tokens	2024-11-01	mobile	False	3	1000	1000	717	0.41841004184100417
Private State Tokens	2024-11-01	mobile	True	2	1000	1000	790	0.25316455696202533
Private State Tokens	2024-12-01	desktop	False	2	1000	1000	571	0.3502626970227671
Private State Tokens	2024-12-01	desktop	True	1	1000	1000	646	0.15479876160990713
Private State Tokens	2024-12-01	mobile	False	2	1000	1000	733	0.2728512960436562
Private State Tokens	2024-12-01	mobile	True	2	1000	1000	806	0.24813895781637718
Private State Tokens	2025-01-01	desktop	False	1	1000	1000	537	0.186219739292365
Private State Tokens	2025-01-01	desktop	True	2	1000	1000	609	0.3284072249589491
Private State Tokens	2025-01-01	mobile	False	2	1000	1000	690	0.2898550724637681
Private State Tokens	2025-01-01	mobile	True	3	1000	1000	770	0.38961038961038963
Private State Tokens	2025-02-01	desktop	False	2	1000	1000	568	0.35211267605633806
Private State Tokens	2025-02-01	desktop	True	1	1000	1000	639	0.1564945226917058
Private State Tokens	2025-02-01	mobile	False	2	1000	1000	701	0.28530670470756064
Private State Tokens	2025-02-01	mobile	True	1	1000	1000	779	0.12836970474967907
Private State Tokens	2025-03-01	desktop	False	3	1000	1000	576	0.5208333333333333
Private State Tokens	2025-03-01	desktop	True	2	1000	1000	646	0.30959752321981426
Private State Tokens	2025-03-01	mobile	False	2	1000	1000	708	0.2824858757062147
Private State Tokens	2025-03-01	mobile	True	3	1000	1000	785	0.3821656050955414
Private State Tokens	2025-04-01	desktop	False	2	1000	1000	567	0.3527336860670194
Private State Tokens	2025-04-01	desktop	True	1	1000	1000	648	0.15432098765432098
Private State Tokens	2025-04-01	mobile	False	2	1000	1000	698	0.28653295128939826
