date,client,rank_grouping,is_root_page,total_pages
2026-03-01,desktop,10000,true,6424
2026-03-01,desktop,100000,true,64851
2026-03-01,desktop,50000,true,32389
2026-03-01,desktop,5000,true,3239
2026-03-01,mobile,100000,true,75544
2026-03-01,mobile,1000,true,773
2026-03-01,mobile,10000,true,7618
2026-03-01,mobile,5000,true,3861
2026-03-01,mobile,50000,true,37853
2026-01-01,desktop,1000,true,609
2026-01-01,desktop,1000,false,544
2026-01-01,desktop,5000,false,2862
2026-01-01,desktop,5000,true,3192
2026-01-01,desktop,10000,true,6426
2026-01-01,desktop,10000,false,5776
2026-01-01,desktop,50000,true,32123
2026-01-01,desktop,50000,false,28322
2026-01-01,desktop,100000,false,56140
2026-01-01,desktop,100000,true,64448
2026-01-01,mobile,1000,true,761
2026-01-01,mobile,1000,false,673
2026-01-01,mobile,5000,false,3356
2026-01-01,mobile,5000,true,3813
2026-01-01,mobile,10000,true,7657
2026-01-01,mobile,10000,false,6735
2026-01-01,mobile,50000,false,32630
2026-01-01,mobile,50000,true,38053
2026-01-01,mobile,100000,false,64069
2026-01-01,mobile,100000,true,75859
2024-02-01,desktop,1000,false,558
2024-02-01,mobile,1000,false,676
2024-02-01,mobile,5000,false,3485
2024-02-01,desktop,5000,false,2958
2024-02-01,mobile,10000,false,6957
2024-02-01,desktop,10000,false,5922
2024-02-01,desktop,50000,false,30443
2024-02-01,mobile,50000,false,34464
2024-02-01,desktop,100000,false,61577
2024-02-01,mobile,100000,false,68712
2024-02-01,desktop,1000,true,624
2024-02-01,mobile,1000,true,772
2024-02-01,mobile,5000,true,3915
2024-02-01,desktop,5000,true,3268
2024-02-01,desktop,10000,true,6539
2024-02-01,mobile,10000,true,7813
2024-02-01,desktop,50000,true,34216
2024-02-01,mobile,50000,true,39603
2024-02-01,desktop,100000,true,69767
2024-02-01,mobile,100000,true,79855
2023-01-01,desktop,1000,false,604
2023-01-01,mobile,1000,false,734
2023-01-01,desktop,5000,false,3137
2023-01-01,mobile,5000,false,3754
2023-01-01,mobile,10000,false,7556
2023-01-01,desktop,10000,false,6485
2023-01-01,desktop,50000,false,33619
2023-01-01,mobile,50000,false,37674
2023-01-01,mobile,100000,false,75469
2023-01-01,desktop,100000,false,68669
2023-01-01,mobile,1000,true,895
2023-01-01,desktop,1000,true,705
2023-01-01,desktop,5000,true,3657
2023-01-01,mobile,5000,true,4500
2023-01-01,desktop,10000,true,7481
2023-01-01,mobile,10000,true,8983
2023-01-01,mobile,50000,true,45092
2023-01-01,desktop,50000,true,39227
2023-01-01,mobile,100000,true,90385
2023-01-01,desktop,100000,true,80264
2023-08-01,desktop,5000,false,3125
2023-08-01,desktop,100000,false,66199
2023-08-01,desktop,10000,false,6386
2023-08-01,desktop,50000,false,32639
2023-08-01,desktop,1000,false,605
2023-08-01,mobile,50000,false,37622
2023-08-01,mobile,100000,false,74989
2023-08-01,mobile,10000,false,7578
2023-08-01,mobile,5000,false,3782
2023-08-01,mobile,1000,false,755
2023-08-01,desktop,5000,true,3557
2023-08-01,desktop,10000,true,7262
2023-08-01,desktop,100000,true,76550
2023-08-01,desktop,50000,true,37520
2023-08-01,desktop,1000,true,698
2023-08-01,mobile,50000,true,45255
2023-08-01,mobile,100000,true,90595
2023-08-01,mobile,10000,true,9003
2023-08-01,mobile,5000,true,4505
2023-08-01,mobile,1000,true,903
2023-10-01,desktop,10000,false,6358
2023-10-01,desktop,50000,false,32257
2023-10-01,desktop,1000,false,612
2023-10-01,desktop,5000,false,3135
2023-10-01,desktop,100000,false,65110
2023-10-01,desktop,5000,true,3589
2023-10-01,desktop,1000,true,704
2023-10-01,desktop,10000,true,7304
2023-10-01,desktop,100000,true,76412
2023-10-01,desktop,50000,true,37717
2023-10-01,mobile,10000,false,7433
2023-10-01,mobile,50000,false,36701
2023-10-01,mobile,100000,false,72761
2023-10-01,mobile,5000,false,3732
2023-10-01,mobile,1000,false,726
2023-10-01,mobile,5000,true,4448
2023-10-01,mobile,1000,true,885
2023-10-01,mobile,50000,true,44651
2023-10-01,mobile,100000,true,89279
2023-10-01,mobile,10000,true,8892
2025-10-01,desktop,50000,false,28360
2025-10-01,desktop,100000,false,56980
2025-10-01,desktop,1000,false,540
2025-10-01,desktop,10000,false,5726
2025-10-01,desktop,5000,false,2862
2025-10-01,mobile,1000,false,666
2025-10-01,mobile,50000,false,32298
2025-10-01,mobile,100000,false,63961
2025-10-01,mobile,5000,false,3343
2025-10-01,mobile,10000,false,6629
2025-10-01,desktop,1000,true,612
2025-10-01,desktop,10000,true,6336
2025-10-01,desktop,5000,true,3162
2025-10-01,desktop,100000,true,65093
2025-10-01,desktop,50000,true,32064
2025-10-01,mobile,5000,true,3791
2025-10-01,mobile,10000,true,7542
2025-10-01,mobile,50000,true,37646
2025-10-01,mobile,100000,true,75453
2025-10-01,mobile,1000,true,758
2024-08-01,desktop,100000,false,59859
2024-08-01,desktop,10000,false,5842
2024-08-01,desktop,1000,false,568
2024-08-01,desktop,50000,false,29744
2024-08-01,desktop,5000,false,2865
2024-08-01,desktop,50000,true,33687
2024-08-01,desktop,1000,true,640
2024-08-01,desktop,100000,true,68262
2024-08-01,desktop,10000,true,6512
2024-08-01,desktop,5000,true,3213
2024-08-01,mobile,5000,false,3495
2024-08-01,mobile,10000,false,7003
2024-08-01,mobile,1000,false,716
2024-08-01,mobile,50000,false,34299
2024-08-01,mobile,100000,false,68030
2024-08-01,mobile,10000,true,7910
2024-08-01,mobile,50000,true,39817
2024-08-01,mobile,100000,true,79839
2024-08-01,mobile,5000,true,3948
2024-08-01,mobile,1000,true,799
2022-11-01,desktop,5000,false,632
2022-11-01,desktop,1000,false,632
2022-11-01,mobile,5000,false,771
2022-11-01,mobile,1000,false,771
2022-11-01,desktop,10000,false,6440
2022-11-01,desktop,50000,false,6440
2022-11-01,mobile,50000,false,7588
2022-11-01,mobile,10000,false,7588
2022-11-01,desktop,100000,false,68131
2022-11-01,mobile,100000,false,75090
2022-11-01,desktop,5000,true,713
2022-11-01,desktop,1000,true,713
2022-11-01,mobile,5000,true,901
2022-11-01,mobile,1000,true,901
2022-11-01,desktop,10000,true,7457
2022-11-01,desktop,50000,true,7457
2022-11-01,mobile,50000,true,9019
2022-11-01,mobile,10000,true,9019
2022-11-01,desktop,100000,true,79773
2022-11-01,mobile,100000,true,90211
2025-03-01,desktop,1000,true,646
2025-03-01,desktop,1000,false,576
2025-03-01,desktop,5000,false,2924
2025-03-01,desktop,5000,true,3266
2025-03-01,desktop,10000,false,5841
2025-03-01,desktop,10000,true,6521
2025-03-01,desktop,50000,true,33319
2025-03-01,desktop,50000,false,29231
2025-03-01,desktop,100000,false,58723
2025-03-01,desktop,100000,true,67518
2025-03-01,mobile,1000,false,708
2025-03-01,mobile,1000,true,785
2025-03-01,mobile,5000,true,3867
2025-03-01,mobile,5000,false,3429
2025-03-01,mobile,10000,false,6869
2025-03-01,mobile,10000,true,7783
2025-03-01,mobile,50000,true,38944
2025-03-01,mobile,50000,false,33332
2025-03-01,mobile,100000,false,66431
2025-03-01,mobile,100000,true,78388
2025-01-01,desktop,100000,false,58532
2025-01-01,desktop,5000,false,2832
2025-01-01,desktop,10000,false,5753
2025-01-01,desktop,1000,false,537
2025-01-01,desktop,50000,false,29120
2025-01-01,desktop,1000,true,609
2025-01-01,desktop,5000,true,3181
2025-01-01,desktop,10000,true,6430
2025-01-01,desktop,50000,true,33068
2025-01-01,desktop,100000,true,66916
2025-01-01,mobile,50000,false,33735
2025-01-01,mobile,1000,false,690
2025-01-01,mobile,10000,false,6873
2025-01-01,mobile,5000,false,3416
2025-01-01,mobile,100000,false,67014
2025-01-01,mobile,5000,true,3867
2025-01-01,mobile,100000,true,78739
2025-01-01,mobile,50000,true,39178
2025-01-01,mobile,1000,true,770
2025-01-01,mobile,10000,true,7760
2024-12-01,desktop,1000,false,571
2024-12-01,desktop,1000,true,646
2024-12-01,desktop,5000,false,2958
2024-12-01,desktop,5000,true,3305
2024-12-01,desktop,10000,false,5893
2024-12-01,desktop,10000,true,6569
2024-12-01,desktop,50000,false,30036
2024-12-01,desktop,50000,true,34037
2024-12-01,desktop,100000,true,68691
2024-12-01,desktop,100000,false,60125
2024-12-01,mobile,1000,true,806
2024-12-01,mobile,1000,false,733
2024-12-01,mobile,5000,false,3518
2024-12-01,mobile,5000,true,3949
2024-12-01,mobile,10000,true,7862
2024-12-01,mobile,10000,false,7007
2024-12-01,mobile,50000,true,39628
2024-12-01,mobile,50000,false,34294
2024-12-01,mobile,100000,false,67747
2024-12-01,mobile,100000,true,79256
2025-02-01,desktop,1000,true,639
2025-02-01,desktop,1000,false,568
2025-02-01,desktop,5000,false,2919
2025-02-01,desktop,5000,true,3283
2025-02-01,desktop,10000,true,6567
2025-02-01,desktop,10000,false,5868
2025-02-01,desktop,50000,false,29639
2025-02-01,desktop,50000,true,33657
2025-02-01,desktop,100000,false,59461
2025-02-01,desktop,100000,true,68135
2025-02-01,mobile,1000,false,701
2025-02-01,mobile,1000,true,779
2025-02-01,mobile,5000,true,3907
2025-02-01,mobile,5000,false,3449
2025-02-01,mobile,10000,false,6924
2025-02-01,mobile,10000,true,7826
2025-02-01,mobile,50000,false,33825
2025-02-01,mobile,50000,true,39317
2025-02-01,mobile,100000,true,78964
2025-02-01,mobile,100000,false,67226
2022-09-01,desktop,1000,false,617
2022-09-01,desktop,5000,false,617
2022-09-01,mobile,1000,false,787
2022-09-01,mobile,5000,false,787
2022-09-01,desktop,50000,false,6483
2022-09-01,desktop,10000,false,6483
2022-09-01,mobile,10000,false,7848
2022-09-01,mobile,50000,false,7848
2022-09-01,desktop,100000,false,68983
2022-09-01,mobile,100000,false,78105
2022-09-01,desktop,1000,true,695
2022-09-01,desktop,5000,true,695
2022-09-01,mobile,1000,true,920
2022-09-01,mobile,5000,true,920
2022-09-01,desktop,10000,true,7304
2022-09-01,desktop,50000,true,7304
2022-09-01,mobile,50000,true,9201
2022-09-01,mobile,10000,true,9201
2022-09-01,desktop,100000,true,78757
2022-09-01,mobile,100000,true,92197
2024-11-01,desktop,1000,false,554
2024-11-01,desktop,5000,false,2902
2024-11-01,desktop,100000,false,59278
2024-11-01,desktop,50000,false,29550
2024-11-01,desktop,10000,false,5848
2024-11-01,mobile,100000,false,67137
2024-11-01,mobile,50000,false,33917
2024-11-01,mobile,1000,false,717
2024-11-01,mobile,5000,false,3497
2024-11-01,mobile,10000,false,6996
2024-11-01,desktop,5000,true,3260
2024-11-01,desktop,100000,true,67893
2024-11-01,desktop,1000,true,634
2024-11-01,desktop,10000,true,6531
2024-11-01,desktop,50000,true,33559
2024-11-01,mobile,1000,true,790
2024-11-01,mobile,100000,true,78495
2024-11-01,mobile,10000,true,7815
2024-11-01,mobile,50000,true,39154
2024-11-01,mobile,5000,true,3915
2021-08-01,desktop,1000,true,791
2021-08-01,desktop,5000,true,791
2021-08-01,desktop,10000,true,8290
2021-08-01,desktop,50000,true,8290
2021-08-01,desktop,100000,true,88072
2021-08-01,mobile,5000,true,925
2021-08-01,mobile,1000,true,925
2021-08-01,mobile,50000,true,9015
2021-08-01,mobile,10000,true,9015
2021-08-01,mobile,100000,true,91403
2024-09-01,desktop,1000,false,540
2024-09-01,desktop,1000,true,618
2024-09-01,desktop,5000,true,3165
2024-09-01,desktop,5000,false,2782
2024-09-01,desktop,10000,false,5647
2024-09-01,desktop,10000,true,6375
2024-09-01,desktop,50000,true,33132
2024-09-01,desktop,50000,false,29021
2024-09-01,desktop,100000,false,58550
2024-09-01,desktop,100000,true,67298
2024-09-01,mobile,1000,false,695
2024-09-01,mobile,1000,true,779
2024-09-01,mobile,5000,true,3884
2024-09-01,mobile,5000,false,3413
2024-09-01,mobile,10000,true,7744
2024-09-01,mobile,10000,false,6800
2024-09-01,mobile,50000,false,33501
2024-09-01,mobile,50000,true,39136
2024-09-01,mobile,100000,true,78818
2024-09-01,mobile,100000,false,66797
2021-06-01,desktop,100000,true,88617
2021-06-01,desktop,5000,true,788
2021-06-01,desktop,10000,true,8374
2021-06-01,desktop,50000,true,8374
2021-06-01,desktop,1000,true,788
2021-06-01,mobile,1000,true,911
2021-06-01,mobile,5000,true,911
2021-06-01,mobile,10000,true,9182
2021-06-01,mobile,50000,true,9182
2021-06-01,mobile,100000,true,92663
2025-05-01,mobile,1000,false,706
2025-05-01,desktop,1000,false,563
2025-05-01,desktop,1000,true,635
2025-05-01,mobile,1000,true,786
2025-05-01,mobile,5000,false,3429
2025-05-01,desktop,5000,false,2864
2025-05-01,desktop,5000,true,3226
2025-05-01,mobile,5000,true,3899
2025-05-01,mobile,10000,true,7720
2025-05-01,desktop,10000,false,5696
2025-05-01,desktop,10000,true,6415
2025-05-01,mobile,10000,false,6769
2025-05-01,mobile,50000,true,38723
2025-05-01,desktop,50000,false,28861
2025-05-01,desktop,50000,true,32937
2025-05-01,mobile,50000,false,33046
2025-05-01,mobile,100000,true,77872
2025-05-01,desktop,100000,true,66864
2025-05-01,desktop,100000,false,58098
2025-05-01,mobile,100000,false,65545
2022-08-01,desktop,5000,false,652
2022-08-01,desktop,1000,false,652
2022-08-01,mobile,5000,false,783
2022-08-01,mobile,1000,false,783
2022-08-01,desktop,10000,false,6746
2022-08-01,desktop,50000,false,6746
2022-08-01,mobile,10000,false,7856
2022-08-01,mobile,50000,false,7856
2022-08-01,desktop,100000,false,70870
2022-08-01,mobile,100000,false,77606
2022-08-01,desktop,1000,true,744
2022-08-01,desktop,5000,true,744
2022-08-01,mobile,5000,true,926
2022-08-01,mobile,1000,true,926
2022-08-01,desktop,10000,true,7646
2022-08-01,desktop,50000,true,7646
2022-08-01,mobile,50000,true,9225
2022-08-01,mobile,10000,true,9225
2022-08-01,desktop,100000,true,81445
2022-08-01,mobile,100000,true,92136
2023-11-01,desktop,1000,false,622
2023-11-01,desktop,1000,true,711
2023-11-01,desktop,5000,true,3582
2023-11-01,desktop,5000,false,3109
2023-11-01,desktop,10000,false,6313
2023-11-01,desktop,10000,true,7298
2023-11-01,desktop,50000,false,32191
2023-11-01,desktop,50000,true,37848
2023-11-01,desktop,100000,true,76641
2023-11-01,desktop,100000,false,64956
2023-11-01,mobile,1000,false,738
2023-11-01,mobile,1000,true,885
2023-11-01,mobile,5000,true,4459
2023-11-01,mobile,5000,false,3727
2023-11-01,mobile,10000,true,8903
2023-11-01,mobile,10000,false,7428
2023-11-01,mobile,50000,false,36714
2023-11-01,mobile,50000,true,44644
2023-11-01,mobile,100000,false,72792
2023-11-01,mobile,100000,true,89215
2021-03-01,desktop,1000,true,803
2021-03-01,desktop,5000,true,803
2021-03-01,desktop,50000,true,8425
2021-03-01,desktop,10000,true,8425
2021-03-01,desktop,100000,true,89169
2021-03-01,mobile,100000,true,93357
2021-03-01,mobile,50000,true,9298
2021-03-01,mobile,5000,true,937
2021-03-01,mobile,10000,true,9298
2021-03-01,mobile,1000,true,937
2023-09-01,desktop,10000,false,6311
2023-09-01,desktop,5000,false,3080
2023-09-01,desktop,50000,false,32069
2023-09-01,desktop,100000,false,65073
2023-09-01,desktop,1000,false,597
2023-09-01,desktop,1000,true,703
2023-09-01,desktop,50000,true,37328
2023-09-01,desktop,10000,true,7263
2023-09-01,desktop,100000,true,75957
2023-09-01,desktop,5000,true,3580
2023-09-01,mobile,10000,false,7476
2023-09-01,mobile,1000,false,731
2023-09-01,mobile,5000,false,3723
2023-09-01,mobile,100000,false,73528
2023-09-01,mobile,50000,false,36902
2023-09-01,mobile,5000,true,4494
2023-09-01,mobile,100000,true,89984
2023-09-01,mobile,1000,true,896
2023-09-01,mobile,10000,true,8991
2023-09-01,mobile,50000,true,44988
2025-09-01,desktop,1000,false,550
2025-09-01,desktop,1000,true,614
2025-09-01,desktop,5000,true,3203
2025-09-01,desktop,5000,false,2870
2025-09-01,desktop,10000,false,5798
2025-09-01,desktop,10000,true,6467
2025-09-01,desktop,50000,false,28733
2025-09-01,desktop,50000,true,32696
2025-09-01,desktop,100000,false,57580
2025-09-01,desktop,100000,true,66140
2025-09-01,mobile,1000,true,769
2025-09-01,mobile,1000,false,681
2025-09-01,mobile,5000,false,3398
2025-09-01,mobile,5000,true,3887
2025-09-01,mobile,10000,false,6767
2025-09-01,mobile,10000,true,7749
2025-09-01,mobile,50000,true,38656
2025-09-01,mobile,50000,false,33049
2025-09-01,mobile,100000,false,65457
2025-09-01,mobile,100000,true,77484
2023-12-01,desktop,100000,false,62826
2023-12-01,desktop,50000,false,31063
2023-12-01,desktop,10000,false,6037
2023-12-01,desktop,1000,false,575
2023-12-01,desktop,5000,false,3002
2023-12-01,desktop,100000,true,70880
2023-12-01,desktop,50000,true,34758
2023-12-01,desktop,1000,true,649
2023-12-01,desktop,10000,true,6653
2023-12-01,desktop,5000,true,3324
2023-12-01,mobile,10000,false,7117
2023-12-01,mobile,100000,false,70353
2023-12-01,mobile,50000,false,35406
2023-12-01,mobile,5000,false,3575
2023-12-01,mobile,1000,false,694
2023-12-01,mobile,50000,true,40336
2023-12-01,mobile,1000,true,786
2023-12-01,mobile,10000,true,7943
2023-12-01,mobile,100000,true,81056
2023-12-01,mobile,5000,true,3990
2023-06-01,desktop,10000,false,6298
2023-06-01,desktop,5000,false,3097
2023-06-01,desktop,1000,false,607
2023-06-01,desktop,100000,false,65940
2023-06-01,desktop,50000,false,32472
2023-06-01,mobile,10000,false,7466
